"Participant ID","Completed","Pre/Post","Score","Difference","Provider","State","Caseload","Group Frequency","Online Frequency","Rural Frequency","Service","Archived","q_01","q_02","q_03","q_04","q_05","q_06","q_07","q_08","q_09","q_10","q_11","q_12","q_13","q_14","q_15","q_16","q_17","Mode"
749,"12/02/2024 10:40:42 (MST)","Pre",-3,NA,"Logistics Specialties Inc. (8)","Utah","","","rarely","","ISA",0,3,2,3,3,0,3,2,2,2,3,3,2,NA,NA,"",NA,"","No Help"
1073,"11/08/2024 11:12:54 (MST)","Post",72.76,NA,"Columbus Community Center (9)","Wyoming","specialized","","","","FL",0,3,1,2,1,3,3,3,3,3,2,NA,NA,NA,NA,"",NA,"","No Help"
1744,"11/08/2024 14:05:16 (MST)","Pre",93.3,NA,"Roads to Independence (26)","Utah","","","","rarely","JOBEX",0,2,3,0,3,1,1,1,3,1,NA,NA,NA,NA,NA,"",NA,"","No Help"
1702,"09/03/2023 15:51:13 (MST)","Pre",71.07,0.7,"Logistics Specialties Inc. (8)","Utah","","","","","FL",0,3,2,2,3,2,2,2,3,1,NA,NA,NA,NA,1,"",NA,"","No Help"
687,"01/07/2025 16:08:59 (MST)","Pre",70.33,52.56,"Logistics Specialties Inc. (8)","Utah","","","","often","JS",0,3,2,3,3,0,1,3,2,NA,NA,NA,NA,1,3,"3",NA,"",""
1103,"05/23/2025 15:47:44 (MST)","Pre",80.33,34.04,"Logistics Specialties Inc. (8)","Utah","","","","","JOBEX",0,3,1,3,3,2,3,3,1,2,0,0,0,3,2,"1",NA,"","No Help"
1011,"09/16/2024 11:52:22 (MST)","Pre",34.5,38.66,"Logistics Specialties Inc. (8)","Utah","","","sometimes","always","CSS",0,2,2,1,2,3,3,3,2,1,3,NA,NA,3,0,"",NA,"","Observer"
1535,"12/22/2024 10:39:58 (MST)","Pre",51.17,10.33,"Logistics Specialties Inc. (8)","Utah","","never","","rarely","ISA",0,2,0,1,2,1,3,1,3,3,2,3,3,NA,NA,"",NA,"","No Help"
860,"03/13/2023 08:31:49 (MST)","Pre",63.67,NA,"A2Demo (21)","Utah","","","rarely","","JOBEX",0,2,3,2,2,1,0,3,2,3,2,NA,NA,NA,NA,"3",NA,"","No Help"
274,"03/23/2024 19:52:19 (MST)","Post",53.67,10.34,"North Sanpete School District (24)","Utah","","","","never","JOBEX",0,2,2,2,0,2,2,1,3,NA,2,1,NA,2,NA,"",NA,"","No Help"
384,"10/04/2024 13:12:04 (MST)","Post",88.67,NA,"Roads to Independence (26)","Oklahoma","","","never","","JS",0,3,1,1,3,3,1,3,1,2,2,3,NA,NA,2,"",NA,"","No Help"
956,"04/20/2025 11:35:40 (MST)","Pre",63.67,-10.4,"Logistics Specialties Inc. (8)","Montana","","","rarely","","JOBEX",0,3,1,2,1,3,3,2,0,3,NA,3,2,NA,NA,"3",NA,"","No Help"
410,"11/04/2024 11:40:07 (MST)","Pre",30.33,0.0299999999999998,"Logistics Specialties Inc. (8)","Utah","general","","never","","JOBEX",0,1,3,2,1,3,3,3,1,2,3,3,3,NA,NA,"",NA,"","No Help"
2459,"02/16/2024 17:35:53 (MST)","Pre",59.96,NA,"Logistics Specialties Inc. (8)","Utah","","","","","JS",0,1,1,3,2,3,3,3,0,0,1,NA,NA,3,1,"",NA,"","No Help"
2012,"02/28/2025 11:21:41 (MST)","Pre",34.5,NA,"Logistics Specialties Inc. (8)","Utah","","sometimes","sometimes","often","ISA",0,2,2,1,3,2,2,3,3,3,NA,NA,NA,NA,NA,"1",NA,"","No Help"
227,"01/07/2023 10:18:00 (MST)","Pre",52.56,NA,"Logistics Specialties Inc. (8)","Utah","","rarely","","sometimes","ISA",0,3,2,3,3,1,2,1,3,3,NA,2,3,NA,2,"",NA,"","No Help"
2478,"11/10/2024 12:18:31 (MST)","Post",58.11,11.29,"Logistics Specialties Inc. (8)","Utah","","rarely","rarely","","QWEX",0,2,2,2,3,3,1,2,3,3,2,0,2,NA,NA,"",NA,"",""
2514,"11/26/2023 16:49:12 (MST)","Post",77.95,NA,"Turn Community Services (29)","Utah","","","","","JS",0,1,2,1,3,2,1,3,1,1,2,NA,NA,NA,NA,"",NA,"","No Help"
406,"04/29/2025 15:59:20 (MST)","Post",34.04,NA,"Logistics Specialties Inc. (8)","Utah","","often","","","ISA",0,3,3,2,2,3,3,3,3,NA,3,1,NA,3,NA,"",NA,"","No Help"
2035,"04/28/2025 23:15:12 (MST)","Pre",22.93,18.21,"Southern Utah University (27)","Utah","","often","","","ISA",0,1,2,3,3,3,0,3,2,1,NA,NA,NA,2,NA,"1",NA,"","No Help"
185,"07/22/2024 11:10:33 (MST)","Post",30.33,NA,"Columbus Community Center (9)","Utah","specialized","","","","ISA",0,2,1,0,3,1,0,2,1,NA,NA,3,NA,0,NA,"",1,"","With Help"
6,"08/05/2022 07:47:03 (MST)","Post",65.89,30.34,"Southern Utah University (27)","Utah","","","","","CSS",0,3,1,3,2,2,3,1,2,1,NA,NA,NA,NA,3,"",NA,"",""
491,"10/15/2024 17:53:09 (MST)","Post",89.86,NA,"Southern Utah University (27)","Utah","specialized","sometimes","rarely","","JOBEX",0,2,2,3,3,3,2,0,1,NA,2,NA,1,NA,NA,"",NA,"","No Help"
980,"05/30/2025 17:34:22 (MST)","Post",97,NA,"Columbus Community Center (9)","Utah","","","","","ILOM",0,3,1,3,3,3,1,3,0,NA,NA,3,NA,NA,NA,"",NA,"",""
227,"04/06/2025 13:13:28 (MST)","Pre",59.96,NA,"Logistics Specialties Inc. (8)","Montana","","","rarely","","QWEX",0,2,2,1,3,1,2,0,2,2,NA,NA,NA,3,3,"",NA,"","No Help"
2390,"11/16/2024 17:57:14 (MST)","Pre",71.07,NA,"Roads to Independence (26)","Utah","","","rarely","sometimes","JS",0,2,3,3,3,1,0,3,0,3,NA,NA,NA,NA,NA,"",NA,"","No Help"
1254,"11/12/2022 08:11:49 (MST)","Post",81.44,NA,"Logistics Specialties Inc. (8)","Utah","specialized","often","","rarely","WSS",0,2,3,1,2,0,3,2,2,2,3,NA,NA,3,NA,"",NA,"","No Help"
1775,"08/19/2024 18:06:06 (MST)","Pre",79.22,NA,"Logistics Specialties Inc. (8)","Utah","","sometimes","","","CPSO",0,3,2,0,1,2,3,2,3,2,NA,NA,1,NA,1,"",NA,"","With Help"
77,"09/15/2024 15:08:58 (MST)","Pre",48.85,NA,"Logistics Specialties Inc. (8)","Oklahoma","","","sometimes","","WSS",0,1,2,2,1,2,2,0,2,NA,1,NA,NA,NA,NA,"",NA,"","With Help"
1984,"09/14/2024 17:55:13 (MST)","Pre",54.58,-32.17,"Logistics Specialties Inc. (8)","Utah","","sometimes","","often","ISA",0,2,2,3,2,3,3,3,1,NA,NA,NA,1,NA,2,"",NA,"","No Help"
1026,"09/27/2024 15:20:23 (MST)","Post",42.24,-19.67,"Roads to Independence (26)","Utah","","often","rarely","often","QWEX",0,2,0,2,1,2,1,1,2,1,NA,NA,NA,1,3,"1",NA,"",""
1458,"11/16/2024 17:49:52 (MST)","Pre",32.56,37,"A2Demo (21)","Utah","","","","","JOBEX",0,1,3,3,3,3,2,3,2,3,0,NA,2,10,NA,"",NA,"","No Help"
2069,"07/23/2022 09:29:56 (MST)","Post",94.78,NA,"Logistics Specialties Inc. (8)","Utah","specialized","never","","","WBLE",0,3,2,1,2,3,2,3,2,3,NA,2,3,NA,2,"",NA,"","No Help"
1441,"01/16/2024 14:48:30 (MST)","Post",39.86,65.89,"Logistics Specialties Inc. (8)","Utah","","","","","WSS",0,3,1,1,1,3,1,2,3,2,NA,NA,NA,NA,NA,"1",NA,"","No Help"
2321,"09/12/2023 17:35:52 (MST)","Post",26.63,NA,"Logistics Specialties Inc. (8)","Utah","general","often","","","ILOM",0,3,2,2,2,2,1,3,0,NA,3,2,NA,NA,NA,"",NA,"","No Help"
227,"04/19/2022 09:48:01 (MST)","Pre",87,NA,"Southern Utah University (27)","Utah","general","always","rarely","","ILOM",0,2,3,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,"",NA,"","No Help"
1625,"11/08/2024 11:07:43 (MST)","Pre",-3,NA,"Columbus Community Center (9)","Utah","","","never","","JS",0,2,2,2,1,2,0,0,2,3,3,2,NA,3,NA,"",NA,"","No Help"
2203,"01/12/2024 13:10:10 (MST)","Pre",41.44,NA,"Spectrum Academy (28)","Utah","","","","","JS",0,2,2,3,3,2,2,2,NA,NA,2,NA,2,NA,NA,"",1,"","No Help"
2207,"09/04/2022 05:39:23 (MST)","Pre",59.22,NA,"Logistics Specialties Inc. (8)","Oklahoma","","","","","ILOM",0,2,1,3,2,2,1,3,1,NA,2,NA,3,10,0,"",NA,"","No Help"
2228,"05/05/2025 18:38:34 (MST)","Pre",74.78,13.67,"Roads to Independence (26)","Utah","","never","","","JOBEX",1,1,1,2,2,1,3,2,2,2,NA,NA,3,NA,NA,"",NA,"",""
978,"04/01/2022 01:41:00 (MST)","Pre",85.89,NA,"Region 1 (271)","Utah","","sometimes","","","WBLE",0,2,1,1,1,1,0,2,2,3,NA,3,NA,1,NA,"",NA,"","No Help"
521,"12/02/2023 17:04:16 (MST)","Post",73.19,NA,"Spectrum Academy (28)","Utah","","sometimes","sometimes","often","JOBEX",0,2,2,1,3,1,1,2,2,2,3,3,NA,0,NA,"",NA,"","No Help"
2264,"01/09/2023 08:24:07 (MST)","Pre",54.58,38.67,"Turn Community Services (29)","Utah","","","","","ISA",0,0,1,0,3,3,0,3,1,NA,0,3,NA,NA,2,"",1,"",""
398,"03/16/2025 11:53:57 (MST)","Pre",89.59,NA,"Columbus Community Center (9)","Utah","","rarely","","often","JOBEX",0,3,1,2,3,3,3,0,1,1,NA,NA,NA,NA,NA,"",NA,"","No Help"
131,"10/17/2022 00:22:00 (MST)","Pre",39.22,NA,"Logistics Specialties Inc. (8)","Utah","","","sometimes","","CPSO",0,1,3,0,2,1,3,2,1,NA,3,NA,3,NA,3,"1",NA,"","No Help"
2069,"03/02/2024 17:19:24 (MST)","Post",70.33,25.89,"Logistics Specialties Inc. (8)","Utah","","often","","sometimes","ISA",0,0,3,2,0,2,1,2,1,2,NA,3,NA,NA,NA,"",NA,"","No Help"
2012,"11/25/2024 13:39:52 (MST)","Pre",80.33,-19.67,"Logistics Specialties Inc. (8)","Utah","","","sometimes","often","CPSO",0,1,1,3,3,2,2,2,2,1,0,2,NA,NA,1,"1",NA,"",""
2012,"10/24/2022 11:17:42 (MST)","Pre",12.15,34.5,"Community Options (82)","Utah","general","","rarely","rarely","CSS",0,3,3,2,2,3,3,2,1,0,3,0,NA,2,NA,"0",NA,"","No Help"
2444,"01/30/2024 07:56:35 (MST)","Post",63.67,NA,"Turn Community Services (29)","Demo","","","","","ISA",0,1,3,3,2,1,1,3,3,NA,2,NA,NA,NA,NA,"",NA,"",""
2514,"03/31/2025 20:52:24 (MST)","Pre",63.67,-3,"Logistics Specialties Inc. (8)","Utah","","","often","","JOBEX",0,0,3,3,3,1,1,3,2,0,NA,1,NA,3,0,"",NA,"","No Help"
1820,"09/12/2022 14:50:48 (MST)","Pre",72.56,NA,"Logistics Specialties Inc. (8)","Utah","","","","often","JS",0,2,1,2,3,2,2,1,2,3,NA,0,NA,NA,NA,"1",NA,"","No Help"
508,"06/27/2023 20:18:30 (MST)","Pre",77,NA,"Spectrum Academy (28)","Utah","general","","","","FL",0,2,3,3,3,2,3,1,3,2,NA,NA,3,NA,2,"1",NA,"","No Help"
1441,"04/20/2025 11:40:50 (MST)","Pre",70.33,3.67,"OU Northeast (54)","Utah","","","sometimes","","CSS",0,3,3,2,1,3,2,1,2,2,1,NA,NA,3,NA,"",NA,"","No Help"
681,"11/08/2022 05:13:24 (MST)","Pre",45.89,NA,"Spectrum Academy (28)","Utah","specialized","","","","WBLE",0,2,1,3,2,1,3,2,1,2,2,1,NA,NA,3,"3",NA,"",""
1441,"03/03/2023 07:00:34 (MST)","Pre",97,-6.03,"Logistics Specialties Inc. (8)","Utah","general","","","","ILOM",0,2,1,3,0,2,3,3,0,1,2,NA,NA,NA,0,"",NA,"","No Help"
262,"06/18/2022 08:02:03 (MST)","Pre",93.67,NA,"Spectrum Academy (28)","Utah","general","often","sometimes","","CSS",0,2,1,2,3,0,1,3,2,3,2,3,0,3,NA,"",NA,"","With Help"
2388,"06/13/2025 14:06:34 (MST)","Post",97,NA,"Logistics Specialties Inc. (8)","Oklahoma","","","","","ISA",0,2,2,2,3,3,3,1,3,2,NA,NA,NA,2,NA,"",NA,"","No Help"
641,"07/24/2023 01:45:19 (MST)","Pre",65.89,5.89,"Logistics Specialties Inc. (8)","Utah","general","","rarely","","ILOM",0,3,2,2,3,3,2,2,2,2,NA,NA,NA,3,2,"",NA,"",""
1369,"11/26/2024 10:20:13 (MST)","Pre",63.67,NA,"Logistics Specialties Inc. (8)","Utah","specialized","","","","FL",0,2,0,1,3,2,3,1,3,1,3,3,3,NA,2,"3",NA,"","No Help"
2321,"06/25/2024 13:06:21 (MST)","Post",80.33,56.26,"Columbus Community Center (9)","Utah","","","","never","JS",0,2,2,1,2,2,1,2,0,1,NA,NA,2,NA,2,"",NA,"","No Help"
340,"06/03/2024 18:44:21 (MST)","Pre",58.9,NA,"Turn Community Services (29)","Utah","general","sometimes","","sometimes","WBLE",0,3,3,3,2,3,3,2,1,NA,3,2,2,NA,NA,"",NA,"","Observer"
722,"05/04/2025 23:27:26 (MST)","Post",49.38,11.28,"Turn Community Services (29)","Utah","","","","","JS",0,3,3,3,2,1,0,2,0,2,1,NA,1,NA,2,"",NA,"","No Help"
1512,"01/13/2024 15:56:57 (MST)","Post",56.26,NA,"Community Options (82)","Utah","","never","","","JS",0,2,0,1,3,1,3,1,2,3,2,NA,NA,2,NA,"",NA,"","No Help"
687,"03/17/2025 16:15:18 (MST)","Pre",60.64,NA,"Logistics Specialties Inc. (8)","Utah","","","","","QWEX",0,3,2,3,3,2,3,2,2,NA,NA,NA,NA,NA,NA,"3",NA,"","No Help"
2439,"11/23/2022 12:57:11 (MST)","Pre",71.07,NA,"Logistics Specialties Inc. (8)","Utah","","never","","","JOBEX",0,3,3,3,1,3,3,2,2,1,1,NA,3,NA,NA,"",NA,"","No Help"
1393,"10/14/2023 13:55:05 (MST)","Pre",19.22,NA,"Logistics Specialties Inc. (8)","Utah","specialized","often","","often","CPSO",0,1,2,1,1,2,2,0,NA,2,NA,0,2,3,NA,"",NA,"",""
1120,"06/18/2022 06:45:21 (MST)","Post",97,NA,"Logistics Specialties Inc. (8)","Montana","general","sometimes","rarely","","CPSO",0,0,2,1,2,2,1,2,3,2,2,NA,NA,3,2,"",NA,"",""
2132,"05/25/2023 12:38:39 (MST)","Pre",63.67,NA,"Columbus Community Center (9)","Utah","general","","","","WBLE",0,3,1,3,1,0,2,2,2,3,NA,NA,NA,5,NA,"",NA,"","No Help"
1445,"05/05/2025 10:22:00 (MST)","Pre",74.78,NA,"Yellowstone Academy (214)","Colorado","","often","never","","WSS",0,3,2,2,0,3,0,2,2,1,2,NA,NA,NA,NA,"",NA,"","No Help"
1231,"12/03/2022 10:00:47 (MST)","Pre",42.83,NA,"Logistics Specialties Inc. (8)","Utah","","","sometimes","","ISA",0,3,1,3,2,1,2,3,2,2,2,1,3,3,NA,"",NA,"","No Help"
2069,"04/21/2025 15:21:02 (MST)","Post",8.11,NA,"Roads to Independence (26)","Utah","","often","","sometimes","ILOM",0,2,1,3,1,3,1,2,2,NA,NA,NA,NA,NA,2,"",NA,"","No Help"
2264,"09/08/2024 12:35:37 (MST)","Post",54.78,NA,"Turn Community Services (29)","Utah","","rarely","","","ISA",0,2,2,3,0,1,3,2,3,2,NA,NA,NA,1,NA,"",NA,"",""
2069,"10/20/2024 09:46:28 (MST)","Post",30.33,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","ISA",0,3,1,2,2,1,2,1,2,NA,NA,2,NA,1,NA,"",NA,"","No Help"
1190,"11/24/2023 18:23:44 (MST)","Post",80.33,6.09,"Pioneer Adult Rehabilitation Center (25)","Utah","","","never","sometimes","JS",0,3,1,2,2,1,2,1,0,NA,2,NA,NA,3,NA,"",NA,"","No Help"
956,"05/28/2024 10:38:44 (MST)","Pre",48.85,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","JOBEX",0,2,1,2,2,3,2,3,3,3,NA,NA,NA,2,NA,"",NA,"",""
132,"09/16/2024 15:59:25 (MST)","Post",47,NA,"Logistics Specialties Inc. (8)","Oklahoma","","","","","JS",0,0,1,2,1,2,2,3,2,NA,NA,3,2,NA,NA,"",NA,"","No Help"
1512,"07/22/2024 11:28:28 (MST)","Pre",74.78,NA,"Logistics Specialties Inc. (8)","Utah","","","rarely","","CSS",0,1,2,2,1,2,3,2,1,1,NA,NA,NA,3,NA,"",NA,"","No Help"
2387,"10/07/2022 07:59:24 (MST)","Post",93.3,NA,"Turn Community Services (29)","Utah","","never","","","JOBEX",0,2,2,2,3,3,2,2,3,2,NA,2,NA,NA,NA,"",NA,"",""
1406,"10/16/2023 12:44:44 (MST)","Post",88.67,34.5,"Logistics Specialties Inc. (8)","Utah","","","rarely","","FL",0,2,2,1,1,2,1,2,2,NA,3,NA,NA,NA,NA,"",NA,"","No Help"
1641,"07/29/2023 18:54:58 (MST)","Post",24.27,35.1,"Central Technology Center (Central Tech) (56)","Utah","","never","","","ISA",0,3,1,2,0,2,1,3,NA,3,0,NA,2,1,NA,"",NA,"","No Help"
398,"05/22/2022 06:37:19 (MST)","Pre",27,NA,"Logistics Specialties Inc. (8)","Utah","","","","","JS",0,2,3,0,1,3,3,0,3,2,3,NA,NA,3,NA,"",NA,"","No Help"
227,"05/25/2025 15:57:13 (MST)","Pre",73.67,NA,"Logistics Specialties Inc. (8)","Utah","","always","","","FL",0,1,2,3,1,1,1,1,3,3,3,1,NA,NA,NA,"",NA,"",""
2093,"05/08/2022 05:02:33 (MST)","Post",73.67,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","ISA",0,3,0,2,3,3,1,2,NA,2,NA,1,NA,NA,NA,"",NA,"","No Help"
742,"01/30/2023 08:34:46 (MST)","Pre",80.33,37,"Logistics Specialties Inc. (8)","Utah","","always","","sometimes","FL",0,1,1,3,2,1,0,1,1,3,2,1,NA,NA,2,"",NA,"","No Help"
1738,"02/06/2024 12:23:44 (MST)","Pre",69.73,NA,"Logistics Specialties Inc. (8)","Utah","general","rarely","","","JS",0,0,1,2,2,0,1,1,2,3,3,NA,NA,NA,1,"3",NA,"","No Help"
205,"07/23/2024 15:53:56 (MST)","Pre",45.15,NA,"Logistics Specialties Inc. (8)","Utah","","","","sometimes","JOBEX",0,3,2,3,2,3,1,1,2,2,2,NA,2,3,NA,"",NA,"",""
1720,"07/02/2023 17:27:46 (MST)","Pre",94.78,1.76,"Logistics Specialties Inc. (8)","Utah","general","","","","JOBEX",0,3,1,3,3,1,3,3,2,3,NA,NA,NA,1,NA,"",NA,"","No Help"
717,"11/24/2023 19:58:19 (MST)","Post",59.5,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","ILOM",0,2,2,1,1,2,2,0,2,NA,NA,3,NA,3,NA,"",NA,"","No Help"
2387,"02/22/2025 16:07:23 (MST)","Pre",54.14,8.11,"Logistics Specialties Inc. (8)","Utah","specialized","","","","CPSO",0,3,1,2,2,3,3,1,3,1,2,NA,NA,1,NA,"",NA,"","No Help"
2388,"11/25/2024 10:47:34 (MST)","Pre",67.37,NA,"North Sanpete School District (24)","Utah","specialized","","sometimes","always","JOBEX",0,3,3,1,2,1,2,3,1,1,2,NA,NA,NA,NA,"",NA,"","No Help"
90,"02/10/2024 13:38:13 (MST)","Pre",85.89,-3,"Logistics Specialties Inc. (8)","Utah","","","","","CPSO",0,3,1,3,2,2,2,0,3,2,NA,NA,NA,NA,NA,"",NA,"",""
1103,"11/10/2024 14:01:23 (MST)","Pre",41.44,19.22,"Logistics Specialties Inc. (8)","Montana","general","often","","","CSS",0,2,2,3,2,0,3,1,3,0,NA,1,NA,2,3,"",NA,"","No Help"
1028,"03/20/2023 17:47:53 (MST)","Pre",65.89,13.67,"Logistics Specialties Inc. (8)","Utah","","","rarely","","JS",0,2,1,2,2,2,1,2,2,1,3,NA,NA,NA,NA,"",NA,"","No Help"
2478,"12/11/2022 04:06:37 (MST)","Pre",52.56,NA,"Community Options (82)","Utah","","","","","CPSO",0,3,2,3,1,3,3,1,2,3,NA,NA,3,NA,NA,"3",NA,"","No Help"
1369,"11/26/2024 08:20:32 (MST)","Post",83.67,NA,"Logistics Specialties Inc. (8)","Oklahoma","","","","","ISA",0,2,1,2,1,1,1,3,3,2,NA,2,NA,NA,NA,"",NA,"","No Help"
205,"05/04/2025 10:21:15 (MST)","Pre",65.89,NA,"Logistics Specialties Inc. (8)","Montana","specialized","","sometimes","","FL",0,2,2,3,2,2,2,3,3,2,2,NA,NA,NA,NA,"",NA,"","No Help"
1686,"07/02/2023 17:26:42 (MST)","Post",30.33,5.89,"Logistics Specialties Inc. (8)","Utah","","","","","WBLE",0,2,2,1,3,2,3,3,1,0,NA,2,NA,NA,NA,"",NA,"","With Help"
2354,"10/14/2023 14:10:39 (MST)","Pre",43.67,NA,"Montana School for the Deaf & Blind (32)","Utah","","","","","CPSO",0,3,3,1,1,2,2,2,2,2,2,NA,NA,NA,NA,"",NA,"","No Help"
864,"11/28/2024 17:24:39 (MST)","Post",43.67,-3,"Logistics Specialties Inc. (8)","Utah","","","","","WSS",0,3,3,3,3,1,3,3,3,1,NA,NA,2,NA,NA,"3",NA,"","No Help"
2224,"10/07/2024 22:21:29 (MST)","Pre",68.43,48.85,"Turn Community Services (29)","Oklahoma","","","","","JOBEX",0,1,2,3,3,3,3,3,NA,2,NA,NA,3,1,NA,"",NA,"","No Help"
1474,"04/21/2025 15:24:17 (MST)","Pre",54.14,NA,"Logistics Specialties Inc. (8)","Utah","specialized","often","","","CSS",0,2,3,2,2,3,0,2,1,0,3,NA,3,NA,NA,"",NA,"","No Help"
2403,"02/16/2023 12:58:52 (MST)","Post",68.43,NA,"Logistics Specialties Inc. (8)","Montana","specialized","","","","ISA",0,3,3,2,1,2,2,1,3,0,0,NA,NA,NA,NA,"",NA,"","No Help"
1775,"02/17/2024 14:06:44 (MST)","Pre",41.44,NA,"Turn Community Services (29)","Wyoming","specialized","","sometimes","","ISA",0,2,3,0,3,1,2,2,1,3,2,NA,NA,2,NA,"",NA,"","No Help"
1333,"04/29/2025 10:40:31 (MST)","Post",34.5,18.43,"Logistics Specialties Inc. (8)","Utah","general","","","","JOBEX",0,0,1,3,3,2,2,2,2,0,NA,NA,NA,3,0,"",NA,"","No Help"
1771,"06/19/2022 09:54:25 (MST)","Pre",44.62,NA,"Turn Community Services (29)","Utah","general","","","","JOBEX",0,2,1,3,2,1,0,3,0,3,1,NA,2,3,NA,"",NA,"","No Help"
410,"03/02/2025 11:02:31 (MST)","Pre",82.19,NA,"Logistics Specialties Inc. (8)","Utah","","","","","JOBEX",0,2,2,3,2,3,3,3,3,2,2,NA,NA,NA,3,"",NA,"","No Help"
2276,"09/03/2024 16:18:13 (MST)","Pre",85.89,32.55,"Turn Community Services (29)","Montana","","always","","","JOBEX",0,1,2,0,1,2,1,2,1,NA,1,2,2,3,NA,"",NA,"","No Help"
1641,"03/19/2023 09:53:40 (MST)","Pre",56.26,NA,"Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,3,3,2,1,2,1,2,3,1,3,2,NA,NA,NA,"",NA,"","No Help"
2093,"05/24/2025 14:41:58 (MST)","Pre",63.67,1.17,"Canyons School District (10)","Utah","general","","rarely","","FL",0,2,3,2,3,2,3,2,2,NA,NA,0,0,3,NA,"",NA,"","No Help"
1254,"02/16/2024 17:33:35 (MST)","Pre",19.22,8.11,"Logistics Specialties Inc. (8)","Utah","general","sometimes","","","ISA",1,3,3,2,3,2,0,3,2,2,NA,2,NA,NA,NA,"",NA,"","No Help"
2391,"10/07/2022 08:05:39 (MST)","Post",76.17,NA,"North Sanpete School District (24)","Utah","","","","","ISA",0,2,0,2,2,3,1,3,2,3,3,2,NA,NA,3,"",NA,"","With Help"
2093,"01/13/2023 06:33:21 (MST)","Pre",73.19,NA,"Logistics Specialties Inc. (8)","Utah","","often","sometimes","","JS",0,1,3,1,2,3,0,0,2,2,2,NA,NA,NA,NA,"",NA,"","No Help"
2287,"10/10/2022 15:21:50 (MST)","Pre",50.33,NA,"Logistics Specialties Inc. (8)","Utah","","","","always","ILOM",0,1,0,1,1,3,1,1,1,1,2,NA,2,1,NA,"$ 12.00",NA,"","No Help"
1140,"11/24/2024 12:50:37 (MST)","Post",67.37,NA,"Logistics Specialties Inc. (8)","Utah","","","sometimes","","CPSO",0,0,0,3,3,1,0,2,3,3,1,NA,NA,NA,NA,"",NA,"","No Help"
961,"09/25/2022 12:48:31 (MST)","Pre",63.67,NA,"North Sanpete School District (24)","Utah","","often","","always","ISA",0,3,2,1,1,3,3,2,3,NA,1,NA,NA,1,1,"",NA,"","No Help"
980,"03/12/2023 08:40:54 (MST)","Pre",87.48,10.33,"Logistics Specialties Inc. (8)","Utah","","","rarely","","CPSO",0,2,3,3,3,1,3,2,0,NA,3,3,NA,2,3,"1",NA,"","No Help"
1771,"04/10/2022 00:00:00 (MST)","Post",78.48,-6.7,"Logistics Specialties Inc. (8)","Utah","general","","","","CSS",0,3,2,2,2,2,1,2,0,3,2,1,3,NA,2,"",NA,"","No Help"
735,"03/03/2024 11:43:37 (MST)","Pre",77,1.17,"Logistics Specialties Inc. (8)","Utah","","","rarely","","JOBEX",0,3,2,2,3,1,2,3,3,3,NA,2,NA,NA,NA,"",NA,"","No Help"
1771,"11/08/2024 14:09:47 (MST)","Post",94.22,NA,"Logistics Specialties Inc. (8)","Utah","","","","sometimes","JOBEX",0,2,0,2,3,2,1,1,NA,2,NA,3,NA,NA,NA,"",NA,"",""
1025,"12/03/2022 02:06:00 (MST)","Pre",94.78,NA,"Logistics Specialties Inc. (8)","Oklahoma","","","rarely","","JOBEX",0,1,2,3,3,3,2,2,2,NA,3,3,NA,2,2,"",NA,"","No Help"
1329,"11/13/2022 11:39:00 (MST)","Post",63.67,19.22,"Logistics Specialties Inc. (8)","Utah","general","","","never","FL",0,3,1,3,3,2,3,2,2,2,NA,NA,3,3,NA,"",NA,"","No Help"
1771,"07/10/2023 18:41:37 (MST)","Pre",51.17,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","JOBEX",0,0,0,0,3,2,1,2,3,3,NA,NA,NA,NA,NA,"",NA,"","No Help"
1353,"10/10/2023 11:44:11 (MST)","Post",87,NA,"Columbus Community Center (9)","Utah","","","","","FL",0,3,2,2,1,1,2,1,2,1,NA,3,NA,NA,NA,"",NA,"",""
759,"09/17/2023 10:50:04 (MST)","Pre",11.81,NA,"Yellowstone Academy (214)","Utah","","always","never","always","WSS",0,3,1,1,2,2,2,0,3,0,3,NA,NA,NA,NA,"",NA,"","No Help"
610,"06/23/2024 11:23:40 (MST)","Pre",77.95,NA,"Southern Utah University (27)","Utah","","","rarely","","ISA",0,3,2,1,3,3,0,2,0,2,3,NA,NA,2,NA,"",NA,"","No Help"
2109,"09/15/2024 15:56:19 (MST)","Post",81.85,26.16,"Turn Community Services (29)","Utah","","","","always","FL",0,2,2,2,1,3,1,1,3,3,2,NA,3,1,NA,"",NA,"",""
2495,"11/26/2023 10:11:06 (MST)","Pre",92.24,NA,"Central Technology Center (Central Tech) (56)","Utah","","","never","sometimes","JS",0,3,1,3,3,3,2,0,1,3,NA,2,NA,NA,0,"2",NA,"","No Help"
248,"02/05/2023 01:22:00 (MST)","Post",37,NA,"OU Northeast (54)","Utah","general","","","","JOBEX",0,2,3,2,2,3,1,2,1,1,NA,3,NA,3,2,"",NA,"",""
