"Participant ID","Completed","Pre/Post","Score","Difference","Proctor","Provider","State","Caseload","Group Frequency","Online Frequency","Rural Frequency","Service","Archived","q_01","q_02","q_03","q_04","q_05","q_06","q_07","q_08","q_09","q_10","q_11","q_12","q_13","q_14","q_15","q_16","q_17","Mode"
1128,"11/08/2022 05:54:34 (MST)","Pre",100,NA,"","Central Technology Center (Central Tech) (56)","Utah","","always","","","WBLE",0,3,1,3,2,2,3,1,1,2,NA,NA,1,NA,2,"",NA,"","No Help"
512,"09/29/2022 08:34:00 (MST)","Pre",66.67,NA,"Heather Hafen","Turn Community Services (29)","Oklahoma","","","","","JOBEX",0,3,1,2,2,1,2,1,2,NA,1,3,1,NA,3,"",NA,"","No Help"
2532,"09/21/2023 10:18:57 (MST)","Pre",68.89,16.66,"Amanda Willard","Logistics Specialties Inc. (8)","Utah","","often","","always","CPSO",0,2,3,2,3,3,1,1,2,1,2,3,1,2,NA,"",NA,"","No Help"
860,"07/06/2022 06:08:20 (MST)","Post",64.29,NA,"","University of Oklahoma (50)","Utah","","","","","WBLE",0,2,1,2,3,2,2,3,1,NA,2,3,NA,2,NA,"",NA,"","No Help"
1231,"10/11/2024 12:31:18 (MST)","Pre",63.64,NA,"","Roads to Independence (26)","Utah","","","","","JOBEX",0,3,3,3,3,3,3,1,3,2,3,NA,2,NA,NA,"1",NA,"","No Help"
742,"12/10/2024 11:04:39 (MST)","Pre",69.05,NA,"","Logistics Specialties Inc. (8)","Utah","specialized","sometimes","","never","WBLE",0,3,3,2,2,3,2,2,3,NA,1,NA,NA,1,1,"",NA,"","No Help"
2388,"09/29/2022 15:01:08 (MST)","Pre",84.44,NA,"","Southern Utah University (27)","Utah","","","","","JOBEX",0,3,2,0,0,1,1,2,1,1,NA,NA,NA,NA,NA,"",NA,"","No Help"
90,"09/29/2022 09:42:36 (MST)","Pre",42.42,29.63,"Utah NSSD","Logistics Specialties Inc. (8)","Utah","","","rarely","","ISA",0,2,0,1,3,2,2,2,1,0,3,NA,NA,NA,2,"",NA,"","No Help"
742,"03/08/2023 23:12:10 (MST)","Pre",40.48,NA,"","Turn Community Services (29)","Montana","general","","","","CPSO",0,1,2,2,1,3,0,1,1,2,NA,NA,NA,3,NA,"",NA,"","No Help"
2091,"01/03/2024 17:02:12 (MST)","Pre",58.33,13.33,"Demo Agency2","Columbus Community Center (9)","Utah","","","","","JS",0,0,1,1,2,1,0,1,2,2,3,3,NA,NA,NA,"",NA,"","No Help"
1556,"10/30/2024 09:53:19 (MST)","Post",56.67,NA,"","Logistics Specialties Inc. (8)","Utah","","","","always","WSS",0,1,3,0,2,1,1,2,2,2,1,NA,NA,0,0,"1",NA,"","No Help"
956,"05/23/2023 20:42:00 (MST)","Post",77.78,6.67,"","Logistics Specialties Inc. (8)","Utah","specialized","rarely","","","JOBEX",0,3,3,2,3,2,0,1,3,2,NA,NA,NA,NA,NA,"",NA,"","No Help"
2390,"06/12/2023 12:43:36 (MST)","Pre",70.83,NA,"Alisha Anderson","Logistics Specialties Inc. (8)","Oklahoma","general","","","","ILOM",0,2,1,2,1,2,1,1,2,NA,NA,NA,3,NA,2,"",NA,"","No Help"
2264,"11/29/2022 13:56:07 (MST)","Pre",47.62,22.22,"Lisa Smith","Roads to Independence (26)","Utah","","often","","often","ISA",0,3,3,3,1,2,2,2,3,3,NA,NA,NA,NA,1,"3",NA,"","No Help"
1026,"01/15/2025 12:54:24 (MST)","Pre",46.67,7.4,"","Logistics Specialties Inc. (8)","Utah","","","","","CPSO",0,3,2,3,1,3,0,3,1,3,0,1,3,NA,NA,"",NA,"","No Help"
1369,"12/18/2024 18:38:33 (MST)","Pre",92.59,NA,"","Yellowstone Academy (214)","Utah","","","","","JOBEX",0,2,3,2,1,3,2,1,3,1,3,1,NA,NA,NA,"",NA,"","No Help"
2321,"07/26/2023 08:57:36 (MST)","Pre",74.07,10,"Amanda Willard","Thompson (130)","Utah","","","sometimes","never","ISA",0,1,1,2,1,2,2,1,2,3,NA,1,NA,1,NA,"",NA,"",""
69,"05/15/2024 11:11:12 (MST)","Pre",50,13.34,"","North Sanpete School District (24)","Utah","","often","never","sometimes","FL",0,2,2,2,0,1,3,2,3,2,NA,NA,2,3,0,"",NA,"","No Help"
1556,"03/29/2023 14:30:33 (MST)","Pre",66.67,NA,"","Logistics Specialties Inc. (8)","Utah","","sometimes","","","ILOM",0,3,1,0,2,1,2,0,2,1,NA,2,NA,2,NA,"",NA,"","No Help"
1785,"09/21/2023 12:18:31 (MST)","Pre",18.52,40.48,"","Columbus Community Center (9)","Utah","","","","","ISA",0,1,1,3,1,2,2,1,2,NA,0,NA,NA,3,3,"",NA,"","No Help"
1393,"03/31/2022 03:11:50 (MST)","Pre",56.67,NA,"","Yellowstone Academy (214)","Oklahoma","general","","rarely","","FL",0,3,1,2,3,3,1,2,3,3,NA,NA,NA,NA,NA,"",NA,"","No Help"
1820,"10/30/2024 09:54:33 (MST)","Post",71.43,NA,"","Turn Community Services (29)","Utah","","","","","ISA",0,2,1,2,3,0,1,3,NA,2,NA,NA,3,3,3,"",NA,"","No Help"
2305,"04/25/2024 12:26:52 (MST)","Pre",73.33,0,"","Logistics Specialties Inc. (8)","Utah","general","often","","","JS",0,2,1,0,3,1,2,3,3,2,NA,NA,NA,NA,1,"3",NA,"","No Help"
2132,"10/30/2024 09:49:06 (MST)","Pre",25.93,14.81,"Jordan Allen","Logistics Specialties Inc. (8)","Utah","","sometimes","","","JOBEX",0,3,1,2,3,1,1,0,3,0,1,1,3,9,NA,"",NA,"","No Help"
88,"05/16/2023 09:10:25 (MST)","Post",50,NA,"","Logistics Specialties Inc. (8)","Utah","","often","","","WBLE",0,2,2,3,3,2,1,3,3,3,NA,NA,NA,3,NA,"",NA,"","No Help"
654,"03/07/2023 17:45:03 (MST)","Pre",50,13.34,"","Columbus Community Center (9)","Utah","","often","","sometimes","ISA",0,3,2,0,1,2,3,3,2,2,NA,NA,2,NA,NA,"",NA,"","No Help"
2214,"06/01/2023 11:52:10 (MST)","Pre",52.38,NA,"","Logistics Specialties Inc. (8)","Utah","","often","sometimes","","QWEX",0,2,0,2,2,2,3,2,3,3,NA,0,2,NA,NA,"",NA,"","With Help"
1354,"07/23/2024 19:43:08 (MST)","Post",66.67,NA,"","Logistics Specialties Inc. (8)","Utah","general","","never","","CPSO",0,2,0,3,2,3,2,3,2,0,NA,NA,1,NA,NA,"",NA,"",""
978,"06/03/2024 10:54:20 (MST)","Pre",20,40.74,"","Logistics Specialties Inc. (8)","Utah","","never","rarely","sometimes","ILOM",0,3,2,2,3,3,2,1,2,3,1,3,NA,3,NA,"2",NA,"","No Help"
1084,"09/16/2024 10:41:11 (MST)","Pre",79.17,22.22,"Renae Slack","Logistics Specialties Inc. (8)","Utah","","rarely","never","","JOBEX",0,1,2,2,0,0,3,3,2,2,1,0,NA,NA,2,"",NA,"","No Help"
2305,"10/12/2022 01:10:00 (MST)","Pre",62.96,NA,"","Logistics Specialties Inc. (8)","Montana","","","rarely","","CPSO",1,2,2,3,2,1,3,2,1,NA,3,1,NA,NA,NA,"2",NA,"","No Help"
1103,"09/27/2024 14:13:41 (MST)","Post",47.62,NA,"","Logistics Specialties Inc. (8)","Utah","general","","","","ISA",0,0,3,2,2,2,1,0,1,1,3,NA,3,NA,NA,"",NA,"","No Help"
1518,"01/06/2025 13:49:40 (MST)","Post",92.59,8.88,"","Turn Community Services (29)","Utah","general","","never","sometimes","CPSO",0,1,3,0,2,1,3,1,1,0,0,NA,3,NA,NA,"",NA,"","No Help"
980,"09/18/2024 11:47:13 (MST)","Pre",58.33,0,"","Turn Community Services (29)","Utah","","","","","FL",0,1,1,1,2,3,1,2,1,2,0,2,NA,NA,NA,"",1,"","No Help"
1626,"02/05/2023 20:22:28 (MST)","Pre",85.19,NA,"","Logistics Specialties Inc. (8)","Oklahoma","","","","often","CSS",0,2,3,3,2,3,0,1,2,3,NA,NA,NA,NA,0,"",NA,"","No Help"
406,"03/07/2023 17:52:43 (MST)","Post",50,NA,"Daelynn Disque","Linderman Education Center (224)","Utah","general","sometimes","sometimes","","ISA",0,1,1,0,1,2,3,2,3,3,NA,2,NA,NA,NA,"",NA,"","No Help"
749,"07/18/2024 08:40:42 (MST)","Pre",0,NA,"","Logistics Specialties Inc. (8)","Utah","","","rarely","","ISA",0,3,2,3,3,0,3,2,2,2,3,3,2,NA,NA,"",NA,"","No Help"
1073,"06/24/2024 09:12:54 (MST)","Post",75.76,NA,"","Columbus Community Center (9)","Wyoming","specialized","","","","FL",0,3,1,2,1,3,3,3,3,3,2,NA,NA,NA,NA,"",NA,"","No Help"
1744,"06/24/2024 12:05:16 (MST)","Pre",96.3,NA,"","Roads to Independence (26)","Utah","","","","rarely","JOBEX",0,2,3,0,3,1,1,1,3,1,NA,NA,NA,NA,NA,"",NA,"","No Help"
1702,"04/19/2023 13:51:13 (MST)","Pre",74.07,3.7,"","Logistics Specialties Inc. (8)","Utah","","","","","FL",0,3,2,2,3,2,2,2,3,1,NA,NA,NA,NA,1,"",NA,"","No Help"
687,"08/23/2024 14:08:59 (MST)","Pre",73.33,55.56,"","Logistics Specialties Inc. (8)","Utah","","","","often","JS",0,3,2,3,3,0,1,3,2,NA,NA,NA,NA,1,3,"3",NA,"",""
1103,"01/06/2025 13:47:44 (MST)","Pre",83.33,37.04,"Jordan Allen","Logistics Specialties Inc. (8)","Utah","","","","","JOBEX",0,3,1,3,3,2,3,3,1,2,0,0,0,3,2,"1",NA,"","No Help"
1011,"05/02/2024 09:52:22 (MST)","Pre",37.5,41.66,"","Logistics Specialties Inc. (8)","Utah","","","sometimes","always","CSS",0,2,2,1,2,3,3,3,2,1,3,NA,NA,3,0,"",NA,"","Observer"
1535,"08/07/2024 08:39:58 (MST)","Pre",54.17,13.33,"","Logistics Specialties Inc. (8)","Utah","","never","","rarely","ISA",0,2,0,1,2,1,3,1,3,3,2,3,3,NA,NA,"",NA,"","No Help"
860,"10/27/2022 06:31:49 (MST)","Pre",66.67,NA,"","A2Demo (21)","Utah","","","rarely","","JOBEX",0,2,3,2,2,1,0,3,2,3,2,NA,NA,NA,NA,"3",NA,"","No Help"
274,"11/07/2023 17:52:19 (MST)","Post",56.67,13.34,"","North Sanpete School District (24)","Utah","","","","never","JOBEX",0,2,2,2,0,2,2,1,3,NA,2,1,NA,2,NA,"",NA,"","No Help"
384,"05/20/2024 11:12:04 (MST)","Post",91.67,NA,"","Roads to Independence (26)","Oklahoma","","","never","","JS",0,3,1,1,3,3,1,3,1,2,2,3,NA,NA,2,"",NA,"","No Help"
956,"12/04/2024 09:35:40 (MST)","Pre",66.67,-7.4,"","Logistics Specialties Inc. (8)","Montana","","","rarely","","JOBEX",0,3,1,2,1,3,3,2,0,3,NA,3,2,NA,NA,"3",NA,"","No Help"
410,"06/20/2024 09:40:07 (MST)","Pre",33.33,3.03,"","Logistics Specialties Inc. (8)","Utah","general","","never","","JOBEX",0,1,3,2,1,3,3,3,1,2,3,3,3,NA,NA,"",NA,"","No Help"
2459,"10/02/2023 15:35:53 (MST)","Pre",62.96,NA,"Kellie Spencer","Logistics Specialties Inc. (8)","Utah","","","","","JS",0,1,1,3,2,3,3,3,0,0,1,NA,NA,3,1,"",NA,"","No Help"
2012,"10/14/2024 09:21:41 (MST)","Pre",37.5,NA,"","Logistics Specialties Inc. (8)","Utah","","sometimes","sometimes","often","ISA",0,2,2,1,3,2,2,3,3,3,NA,NA,NA,NA,NA,"1",NA,"","No Help"
227,"08/23/2022 08:18:00 (MST)","Pre",55.56,NA,"","Logistics Specialties Inc. (8)","Utah","","rarely","","sometimes","ISA",0,3,2,3,3,1,2,1,3,3,NA,2,3,NA,2,"",NA,"","No Help"
2478,"06/26/2024 10:18:31 (MST)","Post",61.11,14.29,"Jennica Hammond","Logistics Specialties Inc. (8)","Utah","","rarely","rarely","","QWEX",0,2,2,2,3,3,1,2,3,3,2,0,2,NA,NA,"",NA,"",""
2514,"07/12/2023 14:49:12 (MST)","Post",80.95,NA,"","Turn Community Services (29)","Utah","","","","","JS",0,1,2,1,3,2,1,3,1,1,2,NA,NA,NA,NA,"",NA,"","No Help"
406,"12/13/2024 13:59:20 (MST)","Post",37.04,NA,"Jessy Katu","Logistics Specialties Inc. (8)","Utah","","often","","","ISA",0,3,3,2,2,3,3,3,3,NA,3,1,NA,3,NA,"",NA,"","No Help"
2035,"12/12/2024 21:15:12 (MST)","Pre",25.93,21.21,"Kerensa Funk","Southern Utah University (27)","Utah","","often","","","ISA",0,1,2,3,3,3,0,3,2,1,NA,NA,NA,2,NA,"1",NA,"","No Help"
185,"03/07/2024 09:10:33 (MST)","Post",33.33,NA,"","Columbus Community Center (9)","Utah","specialized","","","","ISA",0,2,1,0,3,1,0,2,1,NA,NA,3,NA,0,NA,"",1,"","With Help"
6,"03/21/2022 05:47:03 (MST)","Post",68.89,33.34,"Renae Slack","Southern Utah University (27)","Utah","","","","","CSS",0,3,1,3,2,2,3,1,2,1,NA,NA,NA,NA,3,"",NA,"",""
491,"05/31/2024 15:53:09 (MST)","Post",92.86,NA,"","Southern Utah University (27)","Utah","specialized","sometimes","rarely","","JOBEX",0,2,2,3,3,3,2,0,1,NA,2,NA,1,NA,NA,"",NA,"","No Help"
980,"01/13/2025 15:34:22 (MST)","Post",100,NA,"","Columbus Community Center (9)","Utah","","","","","ILOM",0,3,1,3,3,3,1,3,0,NA,NA,3,NA,NA,NA,"",NA,"",""
227,"11/20/2024 11:13:28 (MST)","Pre",62.96,NA,"","Logistics Specialties Inc. (8)","Montana","","","rarely","","QWEX",0,2,2,1,3,1,2,0,2,2,NA,NA,NA,3,3,"",NA,"","No Help"
2390,"07/02/2024 15:57:14 (MST)","Pre",74.07,NA,"Lesley DeBono","Roads to Independence (26)","Utah","","","rarely","sometimes","JS",0,2,3,3,3,1,0,3,0,3,NA,NA,NA,NA,NA,"",NA,"","No Help"
1254,"06/28/2022 06:11:49 (MST)","Post",84.44,NA,"Utah RTI","Logistics Specialties Inc. (8)","Utah","specialized","often","","rarely","WSS",0,2,3,1,2,0,3,2,2,2,3,NA,NA,3,NA,"",NA,"","No Help"
1775,"04/04/2024 16:06:06 (MST)","Pre",82.22,NA,"Spencer Hansen","Logistics Specialties Inc. (8)","Utah","","sometimes","","","CPSO",0,3,2,0,1,2,3,2,3,2,NA,NA,1,NA,1,"",NA,"","With Help"
77,"05/01/2024 13:08:58 (MST)","Pre",51.85,NA,"Amanda Willard","Logistics Specialties Inc. (8)","Oklahoma","","","sometimes","","WSS",0,1,2,2,1,2,2,0,2,NA,1,NA,NA,NA,NA,"",NA,"","With Help"
1984,"04/30/2024 15:55:13 (MST)","Pre",57.58,-29.17,"","Logistics Specialties Inc. (8)","Utah","","sometimes","","often","ISA",0,2,2,3,2,3,3,3,1,NA,NA,NA,1,NA,2,"",NA,"","No Help"
1026,"05/13/2024 13:20:23 (MST)","Post",45.24,-16.67,"","Roads to Independence (26)","Utah","","often","rarely","often","QWEX",0,2,0,2,1,2,1,1,2,1,NA,NA,NA,1,3,"1",NA,"",""
1458,"07/02/2024 15:49:52 (MST)","Pre",35.56,40,"","A2Demo (21)","Utah","","","","","JOBEX",0,1,3,3,3,3,2,3,2,3,0,NA,2,10,NA,"",NA,"","No Help"
2069,"03/08/2022 07:29:56 (MST)","Post",97.78,NA,"","Logistics Specialties Inc. (8)","Utah","specialized","never","","","WBLE",0,3,2,1,2,3,2,3,2,3,NA,2,3,NA,2,"",NA,"","No Help"
1441,"09/01/2023 12:48:30 (MST)","Post",42.86,68.89,"","Logistics Specialties Inc. (8)","Utah","","","","","WSS",0,3,1,1,1,3,1,2,3,2,NA,NA,NA,NA,NA,"1",NA,"","No Help"
2321,"04/28/2023 15:35:52 (MST)","Post",29.63,NA,"","Logistics Specialties Inc. (8)","Utah","general","often","","","ILOM",0,3,2,2,2,2,1,3,0,NA,3,2,NA,NA,NA,"",NA,"","No Help"
227,"12/03/2021 07:48:01 (MST)","Pre",90,NA,"","Southern Utah University (27)","Utah","general","always","rarely","","ILOM",0,2,3,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,"",NA,"","No Help"
1625,"06/24/2024 09:07:43 (MST)","Pre",0,NA,"","Columbus Community Center (9)","Utah","","","never","","JS",0,2,2,2,1,2,0,0,2,3,3,2,NA,3,NA,"",NA,"","No Help"
2203,"08/28/2023 11:10:10 (MST)","Pre",44.44,NA,"Utah RTI","Spectrum Academy (28)","Utah","","","","","JS",0,2,2,3,3,2,2,2,NA,NA,2,NA,2,NA,NA,"",1,"","No Help"
2207,"04/20/2022 03:39:23 (MST)","Pre",62.22,NA,"","Logistics Specialties Inc. (8)","Oklahoma","","","","","ILOM",0,2,1,3,2,2,1,3,1,NA,2,NA,3,10,0,"",NA,"","No Help"
2228,"12/19/2024 16:38:34 (MST)","Pre",77.78,16.67,"","Roads to Independence (26)","Utah","","never","","","JOBEX",1,1,1,2,2,1,3,2,2,2,NA,NA,3,NA,NA,"",NA,"",""
978,"11/14/2021 23:41:00 (MST)","Pre",88.89,NA,"","Region 1 (271)","Utah","","sometimes","","","WBLE",0,2,1,1,1,1,0,2,2,3,NA,3,NA,1,NA,"",NA,"","No Help"
521,"07/18/2023 15:04:16 (MST)","Post",76.19,NA,"","Spectrum Academy (28)","Utah","","sometimes","sometimes","often","JOBEX",0,2,2,1,3,1,1,2,2,2,3,3,NA,0,NA,"",NA,"","No Help"
2264,"08/25/2022 06:24:07 (MST)","Pre",57.58,41.67,"","Turn Community Services (29)","Utah","","","","","ISA",0,0,1,0,3,3,0,3,1,NA,0,3,NA,NA,2,"",1,"",""
398,"10/30/2024 09:53:57 (MST)","Pre",92.59,NA,"Nate Cullimore","Columbus Community Center (9)","Utah","","rarely","","often","JOBEX",0,3,1,2,3,3,3,0,1,1,NA,NA,NA,NA,NA,"",NA,"","No Help"
131,"06/01/2022 22:22:00 (MST)","Pre",42.22,NA,"","Logistics Specialties Inc. (8)","Utah","","","sometimes","","CPSO",0,1,3,0,2,1,3,2,1,NA,3,NA,3,NA,3,"1",NA,"","No Help"
2069,"10/17/2023 15:19:24 (MST)","Post",73.33,28.89,"","Logistics Specialties Inc. (8)","Utah","","often","","sometimes","ISA",0,0,3,2,0,2,1,2,1,2,NA,3,NA,NA,NA,"",NA,"","No Help"
2012,"07/11/2024 11:39:52 (MST)","Pre",83.33,-16.67,"","Logistics Specialties Inc. (8)","Utah","","","sometimes","often","CPSO",0,1,1,3,3,2,2,2,2,1,0,2,NA,NA,1,"1",NA,"",""
2012,"06/09/2022 09:17:42 (MST)","Pre",15.15,37.5,"","Community Options (82)","Utah","general","","rarely","rarely","CSS",0,3,3,2,2,3,3,2,1,0,3,0,NA,2,NA,"0",NA,"","No Help"
2444,"09/15/2023 05:56:35 (MST)","Post",66.67,NA,"","Turn Community Services (29)","Demo","","","","","ISA",0,1,3,3,2,1,1,3,3,NA,2,NA,NA,NA,NA,"",NA,"",""
2514,"11/14/2024 18:52:24 (MST)","Pre",66.67,0,"","Logistics Specialties Inc. (8)","Utah","","","often","","JOBEX",0,0,3,3,3,1,1,3,2,0,NA,1,NA,3,0,"",NA,"","No Help"
1820,"04/28/2022 12:50:48 (MST)","Pre",75.56,NA,"","Logistics Specialties Inc. (8)","Utah","","","","often","JS",0,2,1,2,3,2,2,1,2,3,NA,0,NA,NA,NA,"1",NA,"","No Help"
508,"02/10/2023 18:18:30 (MST)","Pre",80,NA,"","Spectrum Academy (28)","Utah","general","","","","FL",0,2,3,3,3,2,3,1,3,2,NA,NA,3,NA,2,"1",NA,"","No Help"
1441,"12/04/2024 09:40:50 (MST)","Pre",73.33,6.67,"","OU Northeast (54)","Utah","","","sometimes","","CSS",0,3,3,2,1,3,2,1,2,2,1,NA,NA,3,NA,"",NA,"","No Help"
681,"06/24/2022 03:13:24 (MST)","Pre",48.89,NA,"","Spectrum Academy (28)","Utah","specialized","","","","WBLE",0,2,1,3,2,1,3,2,1,2,2,1,NA,NA,3,"3",NA,"",""
1441,"10/17/2022 05:00:34 (MST)","Pre",100,-3.03,"Utah CCC","Logistics Specialties Inc. (8)","Utah","general","","","","ILOM",0,2,1,3,0,2,3,3,0,1,2,NA,NA,NA,0,"",NA,"","No Help"
262,"02/01/2022 06:02:03 (MST)","Pre",96.67,NA,"","Spectrum Academy (28)","Utah","general","often","sometimes","","CSS",0,2,1,2,3,0,1,3,2,3,2,3,0,3,NA,"",NA,"","With Help"
2388,"01/27/2025 12:06:34 (MST)","Post",100,NA,"Chezney Mamalis","Logistics Specialties Inc. (8)","Oklahoma","","","","","ISA",0,2,2,2,3,3,3,1,3,2,NA,NA,NA,2,NA,"",NA,"","No Help"
641,"03/08/2023 23:45:19 (MST)","Pre",68.89,8.89,"Amanda Willard","Logistics Specialties Inc. (8)","Utah","general","","rarely","","ILOM",0,3,2,2,3,3,2,2,2,2,NA,NA,NA,3,2,"",NA,"",""
1369,"07/12/2024 08:20:13 (MST)","Pre",66.67,NA,"","Logistics Specialties Inc. (8)","Utah","specialized","","","","FL",0,2,0,1,3,2,3,1,3,1,3,3,3,NA,2,"3",NA,"","No Help"
2321,"02/09/2024 11:06:21 (MST)","Post",83.33,59.26,"","Columbus Community Center (9)","Utah","","","","never","JS",0,2,2,1,2,2,1,2,0,1,NA,NA,2,NA,2,"",NA,"","No Help"
340,"01/18/2024 16:44:21 (MST)","Pre",61.9,NA,"","Turn Community Services (29)","Utah","general","sometimes","","sometimes","WBLE",0,3,3,3,2,3,3,2,1,NA,3,2,2,NA,NA,"",NA,"","Observer"
722,"12/18/2024 21:27:26 (MST)","Post",52.38,14.28,"Alisha Anderson","Turn Community Services (29)","Utah","","","","","JS",0,3,3,3,2,1,0,2,0,2,1,NA,1,NA,2,"",NA,"","No Help"
1512,"08/29/2023 13:56:57 (MST)","Post",59.26,NA,"","Community Options (82)","Utah","","never","","","JS",0,2,0,1,3,1,3,1,2,3,2,NA,NA,2,NA,"",NA,"","No Help"
687,"10/31/2024 14:15:18 (MST)","Pre",63.64,NA,"Nikki Higley","Logistics Specialties Inc. (8)","Utah","","","","","QWEX",0,3,2,3,3,2,3,2,2,NA,NA,NA,NA,NA,NA,"3",NA,"","No Help"
2439,"07/09/2022 10:57:11 (MST)","Pre",74.07,NA,"Nancy Taggart","Logistics Specialties Inc. (8)","Utah","","never","","","JOBEX",0,3,3,3,1,3,3,2,2,1,1,NA,3,NA,NA,"",NA,"","No Help"
1393,"05/30/2023 11:55:05 (MST)","Pre",22.22,NA,"","Logistics Specialties Inc. (8)","Utah","specialized","often","","often","CPSO",0,1,2,1,1,2,2,0,NA,2,NA,0,2,3,NA,"",NA,"",""
1120,"02/01/2022 04:45:21 (MST)","Post",100,NA,"","Logistics Specialties Inc. (8)","Montana","general","sometimes","rarely","","CPSO",0,0,2,1,2,2,1,2,3,2,2,NA,NA,3,2,"",NA,"",""
2132,"01/08/2023 10:38:39 (MST)","Pre",66.67,NA,"Rachel Brown","Columbus Community Center (9)","Utah","general","","","","WBLE",0,3,1,3,1,0,2,2,2,3,NA,NA,NA,5,NA,"",NA,"","No Help"
1445,"12/19/2024 08:22:00 (MST)","Pre",77.78,NA,"Sarah Morales","Yellowstone Academy (214)","Colorado","","often","never","","WSS",0,3,2,2,0,3,0,2,2,1,2,NA,NA,NA,NA,"",NA,"","No Help"
1231,"07/19/2022 08:00:47 (MST)","Pre",45.83,NA,"","Logistics Specialties Inc. (8)","Utah","","","sometimes","","ISA",0,3,1,3,2,1,2,3,2,2,2,1,3,3,NA,"",NA,"","No Help"
2069,"12/05/2024 13:21:02 (MST)","Post",11.11,NA,"","Roads to Independence (26)","Utah","","often","","sometimes","ILOM",0,2,1,3,1,3,1,2,2,NA,NA,NA,NA,NA,2,"",NA,"","No Help"
2264,"04/24/2024 10:35:37 (MST)","Post",57.78,NA,"","Turn Community Services (29)","Utah","","rarely","","","ISA",0,2,2,3,0,1,3,2,3,2,NA,NA,NA,1,NA,"",NA,"",""
2069,"06/05/2024 07:46:28 (MST)","Post",33.33,NA,"","Logistics Specialties Inc. (8)","Utah","general","","","","ISA",0,3,1,2,2,1,2,1,2,NA,NA,2,NA,1,NA,"",NA,"","No Help"
1190,"07/10/2023 16:23:44 (MST)","Post",83.33,9.09,"","Pioneer Adult Rehabilitation Center (25)","Utah","","","never","sometimes","JS",0,3,1,2,2,1,2,1,0,NA,2,NA,NA,3,NA,"",NA,"","No Help"
956,"01/12/2024 08:38:44 (MST)","Pre",51.85,NA,"","Logistics Specialties Inc. (8)","Utah","general","","","","JOBEX",0,2,1,2,2,3,2,3,3,3,NA,NA,NA,2,NA,"",NA,"",""
132,"05/02/2024 13:59:25 (MST)","Post",50,NA,"","Logistics Specialties Inc. (8)","Oklahoma","","","","","JS",0,0,1,2,1,2,2,3,2,NA,NA,3,2,NA,NA,"",NA,"","No Help"
1512,"03/07/2024 09:28:28 (MST)","Pre",77.78,NA,"","Logistics Specialties Inc. (8)","Utah","","","rarely","","CSS",0,1,2,2,1,2,3,2,1,1,NA,NA,NA,3,NA,"",NA,"","No Help"
2387,"05/23/2022 05:59:24 (MST)","Post",96.3,NA,"","Turn Community Services (29)","Utah","","never","","","JOBEX",0,2,2,2,3,3,2,2,3,2,NA,2,NA,NA,NA,"",NA,"",""
1406,"06/01/2023 10:44:44 (MST)","Post",91.67,37.5,"","Logistics Specialties Inc. (8)","Utah","","","rarely","","FL",0,2,2,1,1,2,1,2,2,NA,3,NA,NA,NA,NA,"",NA,"","No Help"
1641,"03/14/2023 16:54:58 (MST)","Post",27.27,38.1,"","Central Technology Center (Central Tech) (56)","Utah","","never","","","ISA",0,3,1,2,0,2,1,3,NA,3,0,NA,2,1,NA,"",NA,"","No Help"
398,"01/05/2022 04:37:19 (MST)","Pre",30,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","JS",0,2,3,0,1,3,3,0,3,2,3,NA,NA,3,NA,"",NA,"","No Help"
227,"01/08/2025 13:57:13 (MST)","Pre",76.67,NA,"","Logistics Specialties Inc. (8)","Utah","","always","","","FL",0,1,2,3,1,1,1,1,3,3,3,1,NA,NA,NA,"",NA,"",""
2093,"12/22/2021 03:02:33 (MST)","Post",76.67,NA,"","Logistics Specialties Inc. (8)","Utah","general","","","","ISA",0,3,0,2,3,3,1,2,NA,2,NA,1,NA,NA,NA,"",NA,"","No Help"
742,"09/15/2022 06:34:46 (MST)","Pre",83.33,40,"Chezney Mamalis","Logistics Specialties Inc. (8)","Utah","","always","","sometimes","FL",0,1,1,3,2,1,0,1,1,3,2,1,NA,NA,2,"",NA,"","No Help"
1738,"09/22/2023 10:23:44 (MST)","Pre",72.73,NA,"","Logistics Specialties Inc. (8)","Utah","general","rarely","","","JS",0,0,1,2,2,0,1,1,2,3,3,NA,NA,NA,1,"3",NA,"","No Help"
205,"03/08/2024 13:53:56 (MST)","Pre",48.15,NA,"Kay Lister","Logistics Specialties Inc. (8)","Utah","","","","sometimes","JOBEX",0,3,2,3,2,3,1,1,2,2,2,NA,2,3,NA,"",NA,"",""
1720,"02/15/2023 15:27:46 (MST)","Pre",97.78,4.76,"Jennifer Covalt","Logistics Specialties Inc. (8)","Utah","general","","","","JOBEX",0,3,1,3,3,1,3,3,2,3,NA,NA,NA,1,NA,"",NA,"","No Help"
717,"07/10/2023 17:58:19 (MST)","Post",62.5,NA,"","Logistics Specialties Inc. (8)","Utah","general","","","","ILOM",0,2,2,1,1,2,2,0,2,NA,NA,3,NA,3,NA,"",NA,"","No Help"
2387,"10/08/2024 14:07:23 (MST)","Pre",57.14,11.11,"","Logistics Specialties Inc. (8)","Utah","specialized","","","","CPSO",0,3,1,2,2,3,3,1,3,1,2,NA,NA,1,NA,"",NA,"","No Help"
